system,graph_type,voltage,voltage_class,P(k=1),P(k=2),P(k=3),P(k=4),P(k=5),P(k=6),P(k=7),P(k=8),P(k=9),P(k=10),P(k=11),P(k=12),P(k=13),P(k=14),P(k=15),P(k=16),P(k=17),P(k=18),P(k=19),P(k=20),P(k=21),P(k=22),P(k=23),P(k=24),P(k=25),P(k=26),P(k=27),P(k=28),P(k=29),P(k=30),P(k=31),P(k=32),P(k=33),P(k=34),P(k=35),P(k=36),P(k=37),P(k=38),P(k=39),P(k=40),P(k=41),P(k=42),P(k=43),P(k=44),P(k=45),P(k=46),P(k=47),P(k=48),P(k=49),P(k=50),P(k=51),P(k=52),P(k=53),P(k=54),P(k=55),P(k=56),P(k=57),P(k=58),P(k=59),P(k=60),P(k=61),P(k=62),P(k=63),P(k=64),P(k=65),P(k=66),P(k=67),P(k=68),P(k=69),P(k=70),P(k=71),P(k=72),P(k=73),P(k=74),P(k=75),P(k=76),P(k=77),P(k=78),P(k=79),P(k=80),P(k=81),P(k=82),P(k=83),P(k=84),P(k=85)
Albania,complete,110.0,<200 kV,0.14279682292738272,0.5853275924396036,0.18564593045467734,0.05888055157409834,0.018674900899680387,0.00592304104308526,0.0018785864185588803,0.0005958234809319515,0.00018897486797663686,5.993637691305744e-05,1.9009772653516072e-05,6.029250931576451e-06,1.9122725694034903e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,complete,220.0,200-299 kV,0.21625412148595158,0.30167963965272393,0.18555704497503334,0.11413238553155924,0.07020052204903966,0.043178921328994826,0.02655848122942881,0.0163355846673334,0.010047687746840232,0.006180129521772614,0.0038012726776761718,0.002338085944500213,0.0014381093774128752,0.0008845519927390586,0.0005440700409493311,0.00033464647854332483,0.00020583428083274558,0.00012660450320695201,7.787186938653596e-05,4.789741192571365e-05,2.946072936548969e-05,1.812069879877322e-05,1.1145675345719793e-05,6.855479487391301e-06,4.216666782788635e-06,2.593586457340411e-06,1.5952625754437674e-06,9.812137464741035e-07,6.035247307183402e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,simple,110.0,<200 kV,0.15605646816131258,0.6059870399514776,0.17086279438839325,0.04817610374728139,0.013583629956285447,0.0038300109065940776,0.0010799015868245077,0.00030448671444206104,8.585241507454844e-05,2.4206761164074002e-05,6.825285992778485e-06,1.924442868150231e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,simple,220.0,200-299 kV,0.23079615303196832,0.3554950154547317,0.19119954747014137,0.10283482289062366,0.0553087124884403,0.02974725478335869,0.015999272579903287,0.008605053641092437,0.004628144673220254,0.002489202741743473,0.0013387935613499273,0.000720057137112352,0.00038727575010417666,0.00020829250748104298,0.00011202810571296981,6.025323052380337e-05,3.24066158706304e-05,1.7429584157677815e-05,9.37433285605411e-06,5.041894040678222e-06,2.711733827651465e-06,1.4584797484240936e-06,7.844291924497098e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,complete,150.0,<200 kV,0.1668097419217911,0.22974929101869002,0.16639672992977245,0.12051341533441007,0.08728226379024179,0.0632144857168788,0.04578331302282565,0.0331587250544752,0.024015322934146682,0.017393181875474846,0.0125970729847317,0.009123474296926191,0.006607708262670337,0.004785655887612015,0.0034660280636209795,0.002510282983134141,0.001818081256050083,0.0013167517271195249,0.0009536620572389303,0.0006906930901899862,0.0005002368933680556,0.00036229832474173604,0.0002623958325562593,0.00019004110215517457,0.00013763793485786383,9.968475712411417e-05,7.219703501912811e-05,5.228895586376764e-05,3.7870459702377606e-05,2.742781328060857e-05,1.9864689979158225e-05,1.4387071398325894e-05,1.0419886926888659e-05,7.54663965744822e-06,5.465680243842677e-06,3.9585380889954666e-06,2.8669850966274007e-06,2.076424012979363e-06,1.5038573750345727e-06,1.0891739790664538e-06,7.888380749192991e-07,5.713187428290707e-07,4.137796035532156e-07,2.996813293203664e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,complete,220.0,200-299 kV,0.4057481433721227,0.08735459338586882,0.07451353129998461,0.06356009605892093,0.054216807880907436,0.04624697631152591,0.03944870422207239,0.033649773215826545,0.028703280875902903,0.02448391933451352,0.020884800889860236,0.017814750255048376,0.015195994844453067,0.012962194586320724,0.0110567613514935,0.009431425424896424,0.008045012704680235,0.00686240165220596,0.0058536335696278835,0.0049931536660288225,0.004259163686284855,0.003633069703019017,0.003099011082738627,0.0026434586936100284,0.0022548721763999604,0.0019234075963408138,0.0016406680699604017,0.0013994910495875208,0.0011937668768813364,0.0010182840088609757,0.000868596995596686,0.000740913865085159,0.0006320000624666228,0.0005390965101076985,0.0004598497127927901,0.0003922521374018248,0.00033459135673230794,0.00028540666914271496,0.00024345209507701084,0.00020766481307326603,0.00017713823565623115,0.00015109904305421397,0.00012888759294298491,0.00010994120994317917,9.377993154947764e-05,7.999434939792043e-05,6.823523785811665e-05,5.8204707214918043e-05,4.964865732597876e-05,4.2350340586211224e-05,3.6124871131804314e-05,3.0814541187287604e-05,2.6284825906190234e-05,2.242097549723596e-05,1.9125108305520914e-05,1.6313731208662024e-05,1.3915624512915494e-05,1.1870037768039259e-05,1.0125150796064202e-05,8.636760947726356e-06,7.36716333125313e-06,6.284195646708066e-06,5.360423428998044e-06,4.572445059568294e-06,3.900298940876556e-06,3.326957815790323e-06,2.8378974216680585e-06,2.420728551978114e-06,2.0648832045936456e-06,1.7613468660617834e-06,1.5024301498912839e-06,1.281574003847135e-06,1.093183551631735e-06,9.324863597191887e-07,7.954115388623119e-07,6.784866175906644e-07,5.787495752300186e-07,4.936738060042374e-07,4.211041133600018e-07,3.592021130794786e-07,3.06399662096051e-07,2.613591332404094e-07,2.2293952957025069e-07,1.9016757986906292e-07,1.6221308308565582e-07
Belgium,complete,380.0,>=350 kV,0.03697944214397697,0.280333392784648,0.198728892788189,0.14087930244955932,0.09986961422780072,0.07079776569436683,0.05018867516481487,0.03557885040713546,0.025221916939157617,0.017879866460164914,0.01267507245402923,0.00898538375959487,0.006369756196661885,0.004515532679568257,0.0032010699861533907,0.0022692448008662745,0.0016086720966843257,0.0011403908091638416,0.0008084252846219213,0.0005730942722128986,0.0004062676552686439,0.0002880039388286977,0.00020416655794563965,0.0001447340739605761,0.00010260226932367223,7.273495025943115e-05,5.156194910809167e-05,3.655236700296952e-05,2.5912044766168384e-05,1.836909943231221e-05,1.3021890668957258e-05,9.231243873392956e-06,6.544046914262579e-06,4.63908771162486e-06,3.2886583910705103e-06,2.3313363931570274e-06,1.6526889484222658e-06,1.171594441820697e-06,8.305456011039132e-07,5.887754080166803e-07,4.173840432415186e-07,2.958843680979651e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,simple,150.0,<200 kV,0.2967932105753225,0.3409399023357922,0.17563999517784185,0.09048341861636568,0.04661380818312244,0.02401376016246065,0.012371026947096228,0.0063731088630185955,0.0032831968399696927,0.001691385118577962,0.00087134087865819,0.00044888353248558575,0.00023124867737989022,0.00011913101488450291,6.137202109959319e-05,3.161666151757843e-05,1.6287768719478343e-05,8.390873581377981e-06,4.32267676876256e-06,2.226887852138394e-06,1.1472126581005413e-06,5.91002767221666e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,simple,220.0,200-299 kV,0.3218814988648381,0.38698632575021497,0.1661423050267606,0.0713287878223946,0.030623121374129855,0.013147224161858814,0.005644411653874907,0.0024232782925254753,0.0010403702003190778,0.0004466553251644657,0.0001917596057985791,8.23268958060366e-05,3.534486705285155e-05,1.5174380313415818e-05,6.514717329446106e-06,2.796920928959612e-06,1.2007837465938685e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,simple,380.0,>=350 kV,0.3154687520872286,0.37459200406428406,0.1696062273933888,0.07679361027065945,0.03477029510669845,0.01574315125367677,0.007128119293655278,0.003227440545152226,0.001461307259793491,0.0006616446926443506,0.0002995767634565118,0.00013564113519054462,6.141503547704371e-05,2.7807247243603554e-05,1.2590451072130873e-05,5.700652668386105e-06,2.581118075865549e-06,1.1686680296286053e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,complete,110.0,<200 kV,0.1659368278524047,0.48191356947125485,0.20346860727188223,0.08590642963339268,0.03627053210471795,0.015313772260976445,0.006465623944638718,0.0027298494636761733,0.0011525690572388339,0.0004866258925191766,0.00020545819600379514,8.674645339277815e-05,3.66251983254367e-05,1.54635157970533e-05,6.528847125440509e-06,2.756542906982099e-06,1.1638392892406182e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,complete,220.0,200-299 kV,0.23303555966327294,0.28320697040758164,0.1786308207594608,0.11267014395611921,0.0710659072444545,0.04482432519518513,0.028272630394942266,0.017832764374440018,0.011247891716901819,0.0070945292282605585,0.004474824814948268,0.0028224645329125494,0.001780249812894927,0.001122880149371435,0.0007082488203170164,0.0004467230022378063,0.0002817674170484806,0.0001777228325214127,0.00011209743670965221,7.070467614430132e-05,4.4596481198932905e-05,2.812891938388528e-05,1.7742119656831783e-05,1.1190718193663428e-05,7.05846742735543e-06,4.4520790856165506e-06,2.8081178228246797e-06,1.7712007255984411e-06,1.1171725006911487e-06,7.046487607319733e-07,4.444522897707591e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,complete,400.0,>=350 kV,0.4571542551665254,0.34659530577673153,0.12530167470421194,0.045299256573873056,0.016376657782025673,0.005920514825054917,0.00214039373969011,0.0007737984780507868,0.0002797448308367807,0.00010113378689633791,3.656204413643502e-05,1.3217967135007212e-05,4.77858006325264e-06,1.727559706245485e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,simple,110.0,<200 kV,0.18500193505686324,0.4756999248276107,0.1980423103929274,0.08244852407740408,0.034324781957224895,0.01429001512877205,0.00594918658580297,0.0024767518238267474,0.00103111568419587,0.0004292717356525459,0.00017871343230886654,7.440156953046411e-05,3.097469214865403e-05,1.2895313361783985e-05,5.368547519392526e-06,2.2350214887673354e-06,9.304790610882032e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,simple,220.0,200-299 kV,0.32824466411326136,0.32515736096926895,0.16776775236580915,0.08656122269529547,0.04466201143451431,0.02304375103847854,0.011889622631573166,0.006134553618686826,0.0031651759914237297,0.0016330999253422033,0.0008426120295930389,0.0004347529636106785,0.00022431455133574958,0.00011573703264278966,5.971552289048203e-05,3.0810740457547394e-05,1.5897067991573353e-05,8.202229708724856e-06,4.2320113514234365e-06,2.1835428553684297e-06,1.1266178195922942e-06,5.812882070540962e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia&Herzegovina,simple,400.0,>=350 kV,0.4571542551665254,0.34659530577673153,0.12530167470421194,0.045299256573873056,0.016376657782025673,0.005920514825054917,0.00214039373969011,0.0007737984780507868,0.0002797448308367807,0.00010113378689633791,3.656204413643502e-05,1.3217967135007212e-05,4.77858006325264e-06,1.727559706245485e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,complete,110.0,<200 kV,0.1682471067190029,0.41709221226354715,0.20793644624671923,0.10366428431512964,0.05168061701803558,0.02576476742216851,0.012844723585377756,0.00640358677729811,0.0031924333242225474,0.001591550311418875,0.000793448801125515,0.00039556462368208807,0.00019720411863600456,9.831380785522048e-05,4.901319953075521e-05,2.4434957618357177e-05,1.2181762454341709e-05,6.073075256022708e-06,3.0276606692630247e-06,1.509404830627041e-06,7.524961320301515e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,complete,220.0,200-299 kV,0.28389134310004294,0.3150777842294331,0.17644796994302636,0.09881333326358574,0.05533684991566186,0.030989410613445442,0.017354503764351794,0.009718765053770596,0.005442644483123336,0.0030479571021402837,0.0017068986455562466,0.000955887136389116,0.0005353101778438772,0.0002997811934008424,0.0001678816649420093,9.401608254329494e-05,5.265032235557652e-05,2.9484917571092774e-05,1.6511966599233195e-05,9.246932446624644e-06,5.178411617935994e-06,2.899982998638943e-06,1.6240310761057204e-06,9.094801374335521e-07,5.093216087770858e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,simple,110.0,<200 kV,0.21893436244521214,0.42846421857431094,0.1934243220897885,0.08731876958216869,0.03941886645364335,0.017795109114861818,0.008033359071403987,0.003626550281515927,0.0016371566149930225,0.000739072003406784,0.00033364396614067696,0.0001506190136129561,6.799489744758206e-05,3.069536818762904e-05,1.3857004915706581e-05,6.25555569362102e-06,2.823985217154624e-06,1.2748495732905215e-06,5.755134356392197e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,simple,220.0,200-299 kV,0.39850372471873563,0.3357493895027593,0.14833733529051463,0.06553687282552664,0.028954825778267173,0.012792522738791027,0.005651860566376343,0.0024970467916306223,0.0011032194808001914,0.000487413062060506,0.00021534381616873045,9.514098568896249e-05,4.203420984596515e-05,1.8571121421328872e-05,8.20490148642215e-06,3.625005021214018e-06,1.6015623619092352e-06,7.075857782468023e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,complete,110.0,<200 kV,0.1260707749000457,0.3255269978453559,0.20427252633584614,0.12818373066387515,0.08043699807136287,0.05047528750507686,0.031673915111300265,0.019875803547962888,0.012472331421267031,0.007826554066432605,0.004911266906389678,0.0030818853892863613,0.0019339241246163165,0.001213563143124874,0.0007615270338712558,0.00047786835534859213,0.00029986875696677443,0.0001881716384823249,0.00011808020911310214,7.409690374516072e-05,4.6496793881527394e-05,2.917735737915304e-05,1.830918032327033e-05,1.1489254484353784e-05,7.209660196446555e-06,4.52415778752323e-06,2.838969261893273e-06,1.7814910196549982e-06,1.1179093397421548e-06,7.015029983843362e-07,4.4020247371375783e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,complete,220.0,200-299 kV,0.13736386809697065,0.37054056176141886,0.2113769204152411,0.1205811376542349,0.06878617934931915,0.03923945785819618,0.022384366562734462,0.01276928616663352,0.007284310179088661,0.0041553751785925915,0.002370456838100169,0.0013522402622617147,0.0007713929642132375,0.00044004539862052875,0.0002510263404393358,0.0001431993694103032,8.1688875213731e-05,4.659987233997133e-05,2.658315586326763e-05,1.5164508831596736e-05,8.65067824476537e-06,4.9348274266907095e-06,2.815099699951815e-06,1.605889251122848e-06,9.160884379747004e-07,5.225877348666074e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,complete,400.0,>=350 kV,0.18822693219034248,0.32746459053592836,0.19536725655538423,0.1165572279784847,0.06953871203170162,0.04148719521641798,0.02475149908069211,0.014766886591047704,0.008810009401126225,0.0052561022372167995,0.0031358207999805003,0.0018708487098982544,0.0011161590915366463,0.0006659069282452369,0.0003972839001602569,0.0002370218579080744,0.0001414086025221098,8.436518489788984e-05,5.03327541317178e-05,3.0028810362357226e-05,1.7915360828828168e-05,1.0688407224731519e-05,6.376765173373547e-06,3.8044147478083546e-06,2.2697357013830066e-06,1.3541373629413989e-06,8.078861325556907e-07,4.819895093641527e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,simple,110.0,<200 kV,0.22533000285883042,0.3570496218221943,0.19248350603890774,0.10376680952061215,0.055940121726120784,0.030157014879710738,0.016257482436446626,0.008764320216229101,0.0047247972835202994,0.0025471124764500823,0.0013731344602479593,0.0007402493071481,0.00039906436885597525,0.0002151334272827044,0.00011597725867404132,6.252270834634212e-05,3.370565146696913e-05,1.817053308886712e-05,9.795635401296818e-06,5.280773681534402e-06,2.846836323848331e-06,1.5347139535863257e-06,8.27355931776447e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,simple,220.0,200-299 kV,0.33027483940881097,0.3438493287892366,0.1673107009072546,0.08141028146440016,0.03961273183468851,0.01927482002495134,0.009378769647715373,0.004563535223210426,0.002220531531932374,0.001080469426252649,0.0005257363672970732,0.00025581355768422413,0.00012447412879482627,6.056680060075821e-05,2.947068094012228e-05,1.4339886314939592e-05,6.977522505950539e-06,3.3951329356303586e-06,1.652008666510452e-06,8.038367527776759e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,simple,400.0,>=350 kV,0.3445827037563317,0.2812981838073724,0.16056797319677515,0.09165389433930857,0.05231701054896201,0.029863101971940198,0.01704617389313336,0.009730136027662716,0.005554064373058983,0.003170318582636813,0.0018096513184409856,0.001032968078435656,0.00058962908500312,0.0003365665068838555,0.00019211571551868236,0.00010966167873023656,6.259604400122138e-05,3.5730482790087915e-05,2.039533681054749e-05,1.1641873580590725e-05,6.645304351942066e-06,3.793209883636246e-06,2.165204249390125e-06,1.2359214452649602e-06,7.054770095228158e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,complete,165.0,<200 kV,0.18911609529774365,0.3551991419126258,0.1996079041487045,0.11217176703776868,0.06303610758320319,0.0354238055098415,0.019906781127669866,0.011186825615188582,0.0062865546439696,0.003532795687630777,0.0019852917977122362,0.0011156556649633818,0.0006269544679523733,0.00035232367587031906,0.00019799200567815898,0.00011126369584906631,6.252580740111746e-05,3.5137036940288216e-05,1.974562850540838e-05,1.1096264199402288e-05,6.2356627012005244e-06,3.504196423624982e-06,1.969220139662464e-06,1.1066240272115695e-06,6.21879043859392e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,complete,232.0,200-299 kV,0.6954404726413621,0.1195730213582828,0.07262749461430441,0.0441132365313895,0.026793952450220468,0.01627438710813775,0.009884905044807617,0.006003995548072233,0.0036467687223972487,0.002215011987962729,0.0013453768199463458,0.000817168844902611,0.0004963404387375259,0.0003014723733814407,0.00018311139858644577,0.00011122008931100448,6.755400462144373e-05,4.103164786743718e-05,2.4922225353653323e-05,1.5137518205092688e-05,9.194381888370213e-06,5.584578473421756e-06,3.3920188550417106e-06,2.0602793868359067e-06,1.2513937372464193e-06,7.600844310851142e-07,4.616679188831674e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,complete,400.0,>=350 kV,0.4460224813347434,0.204024010393141,0.12888414385633107,0.08141748858661732,0.05143229608710577,0.03249033010859198,0.020524488130521705,0.012965538103551787,0.008190468734012744,0.005174006473704567,0.0032684750847978917,0.0020647305785637454,0.0013043123326484819,0.0008239480147004545,0.0005204967506136319,0.00032880334992716853,0.00020770858376324475,0.00013121172816058294,8.288784842185864e-05,5.236113808055869e-05,3.3077089504573405e-05,2.0895150300405526e-05,1.3199689350423939e-05,8.338384574544751e-06,5.267446488107864e-06,3.327502138697512e-06,2.1020185982019948e-06,1.3278675724357643e-06,8.388281109570905e-07,5.29896666157106e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,simple,165.0,<200 kV,0.1907946739857388,0.4113106513500059,0.2022457249644564,0.09944632635246721,0.048898792924989894,0.02404404503637776,0.01182270700624828,0.005813347992990181,0.002858483667889458,0.0014055461481823196,0.0006911216589629132,0.0003398317074863424,0.00016709878487440103,8.216421037646554e-05,4.040099676285756e-05,1.986559028503662e-05,9.768117348425302e-06,4.803084890182057e-06,2.3617267933430702e-06,1.1612856266179992e-06,5.710162201617819e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,simple,232.0,200-299 kV,0.6954404726413621,0.1195730213582828,0.07262749461430441,0.0441132365313895,0.026793952450220468,0.01627438710813775,0.009884905044807617,0.006003995548072233,0.0036467687223972487,0.002215011987962729,0.0013453768199463458,0.000817168844902611,0.0004963404387375259,0.0003014723733814407,0.00018311139858644577,0.00011122008931100448,6.755400462144373e-05,4.103164786743718e-05,2.4922225353653323e-05,1.5137518205092688e-05,9.194381888370213e-06,5.584578473421756e-06,3.3920188550417106e-06,2.0602793868359067e-06,1.2513937372464193e-06,7.600844310851142e-07,4.616679188831674e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,simple,400.0,>=350 kV,0.4452585978879505,0.22443691577082475,0.13363437431828343,0.07956866604633904,0.0473768268732607,0.028209141061529587,0.016796305112582285,0.010000866911176352,0.005954722678866932,0.0035455648492417778,0.002111102527879758,0.0012569940397997152,0.0007484402084814361,0.00044563675557362863,0.00026534132675892487,0.0001579897053050733,9.407033305845297e-05,5.601141887467079e-05,3.335035544526461e-05,1.985749032378943e-05,1.1823559800031476e-05,7.039991663873159e-06,4.19175641394158e-06,2.495858329490338e-06,1.4860855893648639e-06,8.848460478799978e-07,5.268556091600887e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,complete,110.0,<200 kV,0.09290427557342129,0.4665820278837346,0.22658664163966807,0.11003747058670871,0.053437593873587944,0.025950945834840408,0.012602580709676757,0.00612020238317043,0.0029721592802182217,0.001443372332143567,0.0007009461784445794,0.00034040111074208325,0.0001653092915800884,8.027929704205993e-05,3.898610581393072e-05,1.893285694490688e-05,9.194380013410432e-06,4.465074873644071e-06,2.1683782482525862e-06,1.0530314408048554e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,complete,330.0,300-349 kV,8.659739592076221e-14,0.5406920467876253,0.2483441573282084,0.11406644659465974,0.05239162611559648,0.024063890556620168,0.011052736317886672,0.005076609695564091,0.002331727208527402,0.0010709808515982154,0.0004919100228771723,0.00022593818577234335,0.00010377520565960166,4.766477730570013e-05,2.1892811304602496e-05,1.0055542350380693e-05,4.618590575393246e-06,2.1213553839096153e-06,9.743553994194796e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,simple,110.0,<200 kV,0.14831117267241256,0.5131458049354104,0.20397347735064417,0.08107867016032722,0.032228458524862114,0.01281068790145244,0.00509219900734058,0.0020241294557976474,0.0008045836480313433,0.00031981889538993085,0.00012712677681022306,5.0532403229184116e-05,2.008643529072397e-05,7.984280519146752e-06,3.1737206968657925e-06,1.2615417303487587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,simple,330.0,300-349 kV,8.659739592076221e-14,0.5406920467876253,0.2483441573282084,0.11406644659465974,0.05239162611559648,0.024063890556620168,0.011052736317886672,0.005076609695564091,0.002331727208527402,0.0010709808515982154,0.0004919100228771723,0.00022593818577234335,0.00010377520565960166,4.766477730570013e-05,2.1892811304602496e-05,1.0055542350380693e-05,4.618590575393246e-06,2.1213553839096153e-06,9.743553994194796e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,complete,120.0,<200 kV,0.10408495749478353,0.4368221303772018,0.22384035807241762,0.11470230654001481,0.05877679627970863,0.03011893906162357,0.01543381993603089,0.007908737998056971,0.0040526672580835895,0.002076704514522781,0.0010641637632690024,0.0005453084476561047,0.00027943190075524433,0.00014318902906292562,7.33742210125895e-05,3.759908384348646e-05,1.926686357088489e-05,9.87290098355417e-06,5.059161470285305e-06,2.5924614077518544e-06,1.328452588468912e-06,6.807377245936121e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,complete,220.0,200-299 kV,0.3807127007219895,0.1929207555164878,0.1328219646120995,0.09144518554360578,0.06295812581545498,0.04334537223181159,0.029842395553856968,0.020545874369934818,0.01414541111028822,0.009738824051794315,0.00670497966954281,0.004616240331469939,0.003178186340323785,0.0021881158017187374,0.0015064726384933923,0.0010371753673853136,0.0007140738671408537,0.0004916251424471624,0.00033847377954599985,0.0002330322222128152,0.0001604378828465878,0.00011045817616066946,7.60481780503688e-05,5.235760344592596e-05,3.604713102771766e-05,2.4817706881321242e-05,1.7086479763773223e-05,1.176368921246157e-05,8.09905760581459e-06,5.5760342625183465e-06,3.838984683163188e-06,2.643061843544953e-06,1.8196936131162698e-06,1.2528215537987388e-06,8.62541822617475e-07,5.938422702805714e-07,4.088481656481688e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,complete,400.0,>=350 kV,0.1257306950825453,0.3898300676568402,0.21600779024806765,0.11969155106046486,0.06632199412256166,0.03674951878742924,0.020363186435737615,0.01128339568784906,0.006252214929640484,0.00346439960166556,0.0019196500336418646,0.001063692609215625,0.0005894001234972131,0.0003265910682924641,0.00018096658218450011,0.00010027495252323558,5.5563109951900784e-05,3.0787939658327434e-05,1.705983033032846e-05,9.452981074064031e-06,5.237968341792548e-06,2.9023978927554915e-06,1.6082406341899856e-06,8.911383046120815e-07,4.937864776354636e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,simple,120.0,<200 kV,0.25152957091872596,0.40522314514912083,0.18583465499046037,0.0852234612184229,0.03908333643378231,0.01792355256355175,0.008219711155998483,0.0037695457554234673,0.0017287073636232885,0.0007927822987015763,0.00036356863304917063,0.00016673196557709618,7.646299987997682e-05,3.5065803551280423e-05,1.6081118719211962e-05,7.374774083907892e-06,3.382059030737932e-06,1.5510066013215229e-06,7.112890270333471e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
