graph_type,voltage_class,european_n,mean_A,mean_gamma,degree_k,ccdf_P_K_ge_k,probability_P_K_eq_k,percentage_P_K_eq_k,remaining_probability_above_max_k
complete,<200 kV,15,0.8450429543262282,1.780680149116634,21,1.9630069317426487e-05,8.434933621373043e-06,0.0008434933621373043,
complete,<200 kV,15,0.8450429543262282,1.780680149116634,22,1.1195135696053444e-05,4.810488692194531e-06,0.0004810488692194531,
complete,<200 kV,15,0.8450429543262282,1.780680149116634,23,6.384647003858913e-06,2.743447962541811e-06,0.0002743447962541811,
complete,<200 kV,15,0.8450429543262282,1.780680149116634,24,3.641199041317102e-06,1.5646033500478458e-06,0.00015646033500478458,
complete,<200 kV,15,0.8450429543262282,1.780680149116634,25,2.076595691269256e-06,8.923018320029976e-07,8.923018320029976e-05,
complete,<200 kV,15,0.8450429543262282,1.780680149116634,26,1.1842938592662583e-06,5.088846060386821e-07,5.08884606038682e-05,6.754092532275763e-07
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,1,1.0,0.25697288040992816,25.697288040992817,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,2,0.7430271195900718,0.2587508187567005,25.87508187567005,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,3,0.48427630083337136,0.16864376284708538,16.864376284708538,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,4,0.315632537986286,0.10991547344229413,10.991547344229414,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,5,0.20571706454399186,0.0716386488185648,7.16386488185648,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,6,0.13407841572542706,0.04669129690137766,4.669129690137766,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,7,0.0873871188240494,0.03043157907478078,3.043157907478078,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,8,0.05695553974926862,0.01983412469653007,1.983412469653007,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,9,0.03712141505273855,0.01292711434759285,1.292711434759285,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,10,0.024194300705145697,0.008425392494632051,0.8425392494632051,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,11,0.015768908210513646,0.005491344532109027,0.5491344532109027,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,12,0.010277563678404619,0.003579045699002849,0.3579045699002849,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,13,0.00669851797940177,0.0023326833784787287,0.23326833784787288,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,14,0.004365834600923041,0.0015203526866804074,0.15203526866804074,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,15,0.002845481914242634,0.000990907001448163,0.0990907001448163,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,16,0.0018545749127944708,0.0006458348080160949,0.06458348080160949,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,17,0.001208740104778376,0.0004209301161820526,0.042093011618205264,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,18,0.0007878099885963233,0.00027434594808123196,0.027434594808123196,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,19,0.0005134640405150913,0.00017880806417766017,0.01788080641776602,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,20,0.00033465597633743115,0.00011654017140976802,0.011654017140976802,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,21,0.00021811580492766313,7.59563703945911e-05,0.00759563703945911,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,22,0.00014215943453307203,4.95054206092984e-05,0.00495054206092984,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,23,9.265401392377363e-05,3.2265715923125094e-05,0.0032265715923125095,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,24,6.0388298000648536e-05,2.1029544062418657e-05,0.002102954406241866,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,25,3.935875393822988e-05,1.3706242394462087e-05,0.0013706242394462087,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,26,2.5652511543767792e-05,8.93319798176088e-06,0.0008933197981760879,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,27,1.6719313562006913e-05,5.8223124824919266e-06,0.0005822312482491927,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,28,1.0897001079514986e-05,3.7947577914420144e-06,0.0003794757791442014,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,29,7.102243288072972e-06,2.473276166302017e-06,0.0002473276166302017,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,30,4.628967121770955e-06,1.6119856209513327e-06,0.00016119856209513328,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,31,3.016981500819622e-06,1.050629799275132e-06,0.00010506297992751319,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,32,1.96635170154449e-06,6.847598147143947e-07,6.847598147143946e-05,
complete,200-299 kV,12,0.7430271195900718,2.3360287087062397,33,1.2815918868300954e-06,4.462999280728581e-07,4.462999280728581e-05,8.352919587572373e-07
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,1,1.0,0.05382955226831809,5.382955226831809,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,2,0.9461704477316819,0.5842294284248657,58.42294284248657,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,3,0.36194101930681627,0.22348678860143398,22.348678860143398,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,4,0.1384542307053823,0.08549097708761746,8.549097708761746,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,5,0.05296325361776482,0.0327030837443813,3.2703083744381303,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,6,0.020260169873383523,0.012509994888652658,1.2509994888652658,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,7,0.007750174984730864,0.004785480578448626,0.4785480578448626,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,8,0.0029646944062822387,0.0018306022161113332,0.18306022161113333,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,9,0.0011340921901709055,0.0007002649825230494,0.07002649825230493,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,10,0.00043382720764785607,0.0002678741680918974,0.02678741680918974,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,11,0.00016595303955595865,0.00010247059573418594,0.010247059573418593,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,12,6.348244382177271e-05,3.9198341015535024e-05,0.003919834101553502,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,13,2.4284102806237685e-05,1.4994642388495146e-05,0.0014994642388495147,
complete,300-349 kV,3,0.9461704477316819,1.040646116219836,14,9.289460417742538e-06,5.735939188593423e-06,0.0005735939188593423,
