system,graph_type,voltage,voltage_label,voltage_class,A,gamma,degree,fitted_ccdf,probability_mass,cumulative_probability_mass,remaining_tail_probability
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,20,0.00026307791680689685,8.839594093757317e-05,0.9998253180241307,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,21,0.00017468197586932368,5.869431311156896e-05,0.9998840123372422,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,22,0.00011598766275775472,3.8972631040511626e-05,0.9999229849682827,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,23,7.70150317172431e-05,2.5877566150790924e-05,0.9999488625344335,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,24,5.113746556645217e-05,1.718253071475882e-05,0.9999660450651483,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,25,3.395493485169335e-05,1.1409085384740069e-05,0.9999774541505331,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,26,2.2545849466953283e-05,7.5755563296902415e-06,0.9999850297068628,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,27,1.4970293137263041e-05,5.030118696549481e-06,0.9999900598255593,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,28,9.94017444071356e-06,3.3399651458219814e-06,0.9999933997907051,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,29,6.600209294891579e-06,2.2177145010430622e-06,0.9999956175052062,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,30,4.382494793848517e-06,1.4725475846025074e-06,0.9999970900527908,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,31,2.9099472092460096e-06,9.777617397995974e-07,0.9999980678145306,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,32,1.9321854694464122e-06,6.492272506589366e-07,0.9999987170417812,8.518756698992893e-07
Hungary,simple,220.0,220 kV,200-299 kV,0.41796293278159785,2.4421025711583,33,1.2829582187874756e-06,4.3108254888818636e-07,0.9999991481243301,8.518756698992893e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,1,1.0,0.16764405168481644,0.16764405168481644,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,2,0.8323559483151836,0.41187761173576004,0.5795216634205764,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,3,0.4204783365794235,0.20806676928003262,0.7875884327006091,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,4,0.2124115672993909,0.10510836045733932,0.8926967931579484,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,5,0.10730320684205158,0.053097221993969705,0.9457940151519181,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,6,0.054205984848081874,0.026822937501923886,0.972616952653842,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,7,0.02738304734615799,0.013550049309808075,0.98616700196365,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,8,0.013832998036349914,0.006845030910020984,0.993012032873671,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,9,0.006987967126328929,0.003457880269500392,0.9964699131431715,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,10,0.0035300868568285374,0.0017468052541143968,0.9982167183972859,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,11,0.0017832816027141406,0.0008824274867800813,0.999099145884066,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,12,0.0009008541159340593,0.00044577280013952586,0.9995449186842056,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,13,0.00045508131579453346,0.00022518948278608782,0.9997701081669916,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,14,0.00022989183300844564,0.0001137581816153731,0.999883866348607,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,15,0.00011613365139307255,5.7466821826350965e-05,0.9999413331704334,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,16,5.866682956672158e-05,2.9030312931578015e-05,0.999970363483365,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,17,2.9636516635143566e-05,1.4665141417632837e-05,0.9999850286247827,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,18,1.497137521751073e-05,7.4083380811658205e-06,0.9999924369628639,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,19,7.563037136344909e-06,3.7424441784694815e-06,0.9999961794070423,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,20,3.820592957875427e-06,1.8905574064670722e-06,0.9999980699644488,9.749892937486823e-07
Hungary,simple,400.0,400 kV,>=350 kV,0.8323559483151836,1.464413552817676,21,1.930035551408355e-06,9.550462576596728e-07,0.9999990250107065,9.749892937486823e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,1,1.0,0.26401710179045546,0.26401710179045546,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,2,0.7359828982095445,0.36517090936783575,0.6291880111582913,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,3,0.3708119888417088,0.18398491527349253,0.8131729264317837,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,4,0.18682707356821626,0.09269755114610398,0.9058704775778877,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,5,0.09412952242211228,0.04670402448869981,0.9525745020665876,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,6,0.047425497933412476,0.023530998138269043,0.9761055002048566,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,7,0.023894499795143433,0.011855677951633326,0.98796117815649,8.176898468760496e-07
Ireland,simple,110.0,<200 kV,<200 kV,0.7359828982095445,1.4587642712747282,8,0.012038821843510107,0.005973274013576717,0.9939344521700667,8.176898468760496e-07
