model,slope_mw_per_kv,slope_std,intercept_mw,intercept_std,r2,rmse_mw
MW = a * V + b,6.301361794375901,0.30696141772497826,-731.6099263583436,119.75092837068416,0.9882741004738052,151.1725431381545
