statistic,slope,intercept,r_squared,rmse,extrapolate_to_kv,extrapolated_value,use_132_extrapolation
edges_per_node,0.001816312199036917,0.6134048956661321,0.9951597027321325,0.008274170842455733,132.0,0.8531581059390052,False
total_line_length_over_mst,0.006514201855910799,-0.15987721723582834,0.9898642754120451,0.04305713658222252,132.0,0.6999974277443971,True
