501,387,110
387,143,110
143,270,110
270,327,110
327,184,110
327,184,110
184,285,110
184,285,110
184,387,110
327,83,110
327,83,110
327,50,110
327,11,110
11,392,110
392,428,110
392,383,110
383,442,110
442,194,110
194,327,110
327,142,110
142,141,110
142,383,110
428,490,110
490,169,110
169,88,110
88,3,110
3,497,110
345,497,110
345,490,110
497,118,110
115,490,110
115,490,110
115,490,110
115,490,110
115,490,110
115,490,110
490,59,110
490,59,110
490,166,110
497,166,110
166,222,110
222,497,110
221,497,110
173,497,110
173,497,110
222,281,110
497,293,110
497,293,110
293,20,110
293,461,110
461,490,110
293,490,110
293,483,110
293,241,110
241,483,110
241,500,110
483,112,110
483,112,110
483,113,110
483,113,110
483,113,110
483,113,110
483,117,110
483,117,110
483,458,110
483,244,110
458,244,110
483,244,110
483,237,110
483,458,110
458,237,110
483,53,110
483,53,110
53,174,110
174,382,110
174,129,110
382,129,110
53,382,110
382,129,110
129,502,110
129,502,110
502,452,110
502,452,110
452,272,110
452,509,110
509,502,110
502,309,110
309,483,110
483,509,110
490,145,110
145,446,110
490,446,110
88,446,110
446,144,110
446,202,110
202,197,110
197,56,110
144,56,110
327,37,110
37,305,110
327,279,110
305,279,110
279,360,110
279,360,110
202,359,110
202,307,110
202,306,110
306,396,110
396,307,110
306,56,110
279,56,110
279,56,110
56,98,110
56,98,110
98,152,110
98,152,110
56,342,110
56,342,110
342,423,110
423,327,110
342,327,110
342,420,110
420,510,110
510,7,110
7,15,110
15,443,110
443,147,110
147,342,110
15,105,110
15,337,110
15,337,110
15,414,110
414,365,110
365,255,110
255,15,110
255,256,110
365,337,110
365,337,110
365,377,110
365,377,110
377,492,110
492,168,110
168,52,110
52,487,110
487,377,110
502,336,110
336,224,110
224,460,110
502,460,110
502,233,110
233,363,110
502,363,110
363,460,110
363,198,110
460,198,110
363,67,110
67,198,110
198,182,110
460,183,110
183,99,110
99,92,110
99,92,110
99,87,110
92,87,110
92,460,110
87,337,110
87,337,110
460,61,110
61,337,110
460,337,110
337,520,110
520,324,110
337,324,110
324,43,110
43,321,110
324,321,110
321,220,110
220,87,110
220,431,110
431,87,110
337,171,110
337,171,110
337,511,110
511,232,110
232,337,110
232,337,110
232,52,110
365,353,110
365,177,110
353,249,110
177,249,110
353,329,110
329,111,110
329,247,110
329,247,110
330,247,110
330,247,110
247,249,110
247,249,110
249,434,110
249,63,110
63,303,110
434,68,110
68,380,110
380,318,110
318,489,110
318,489,110
318,72,110
318,72,110
380,267,110
267,303,110
267,186,110
267,186,110
267,72,110
267,72,110
186,72,110
186,72,110
186,206,110
206,391,110
391,9,110
9,186,110
391,405,110
391,304,110
304,485,110
391,485,110
485,186,110
186,134,110
186,134,110
485,170,110
170,72,110
485,124,110
124,358,110
358,72,110
72,84,110
72,172,110
172,488,110
84,223,110
488,223,110
223,417,110
223,178,110
223,440,110
178,253,110
440,358,110
253,72,110
403,32,110
32,72,110
403,31,110
31,358,110
72,222,110
222,170,110
170,308,110
308,410,110
410,158,110
158,302,110
302,296,110
296,405,110
158,250,110
158,250,110
250,10,110
250,130,110
10,193,110
130,193,110
10,204,110
193,395,110
395,69,110
395,69,110
395,262,110
262,340,110
193,340,110
193,340,110
340,366,110
340,366,110
340,334,110
340,480,110
334,479,110
479,33,110
480,33,110
33,292,110
33,292,110
340,292,110
340,269,110
269,292,110
292,96,110
292,96,110
96,366,110
96,366,110
292,385,110
366,385,110
366,385,110
385,123,110
123,493,110
385,137,110
137,155,110
292,371,110
292,371,110
371,156,110
371,312,110
156,155,110
312,155,110
155,246,110
246,81,110
246,81,110
246,25,110
25,402,110
402,464,110
402,97,110
464,97,110
402,14,110
14,160,110
371,160,110
371,25,110
371,97,110
371,97,110
97,298,110
97,210,110
298,421,110
210,14,110
97,486,110
97,486,110
421,208,110
208,294,110
210,294,110
294,466,110
294,466,110
294,467,110
294,467,110
467,367,110
467,23,110
467,23,110
23,478,110
23,478,110
478,486,110
478,486,110
294,252,110
294,521,110
521,252,110
252,390,110
294,252,110
294,252,110
252,369,110
369,499,110
252,499,110
499,415,110
415,435,110
294,119,110
294,119,110
294,426,110
426,6,110
6,5,110
5,294,110
5,444,110
294,138,110
138,350,110
294,350,110
350,332,110
