151,48,110
151,127,110
127,7,110
151,7,110
7,87,110
7,247,110
247,166,110
87,166,110
166,145,110
145,151,110
166,151,110
166,221,110
166,221,110
166,116,110
116,75,110
166,75,110
75,74,110
166,75,110
166,75,110
75,55,110
75,110,110
110,108,110
55,114,110
108,114,110
108,192,110
108,106,110
106,24,110
75,112,110
75,222,110
112,222,110
24,114,110
24,114,110
157,114,110
157,114,110
157,114,110
222,53,110
222,53,110
222,245,110
222,245,110
222,120,110
222,120,110
120,105,110
105,114,110
120,114,110
222,114,110
222,114,110
222,6,110
222,109,110
6,109,110
109,130,110
109,130,110
130,71,110
130,71,110
114,150,110
150,71,110
114,28,110
114,28,110
28,194,110
28,194,110
28,205,110
28,60,110
205,60,110
60,52,110
52,104,110
60,104,110
104,234,110
104,71,110
234,71,110
104,199,110
199,128,110
128,71,110
71,152,110
71,152,110
28,71,110
154,71,110
28,154,110
151,235,110
235,158,110
158,183,110
183,71,110
183,71,110
71,138,110
71,138,110
138,184,110
184,183,110
151,98,110
151,98,110
98,186,110
186,8,110
98,8,110
8,241,110
241,204,110
8,204,110
204,1,110
1,188,110
204,188,110
204,71,110
188,11,110
11,71,110
188,71,110
188,206,110
206,169,110
169,71,110
206,5,110
5,46,110
46,8,110
206,196,110
196,208,110
208,8,110
206,8,110
206,111,110
111,8,110
8,182,110
182,193,110
193,99,110
99,212,110
212,198,110
198,8,110
193,197,110
197,201,110
201,21,110
193,201,110
193,248,110
248,119,110
201,23,110
23,119,110
23,139,110
139,119,110
139,243,110
139,243,110
119,123,110
119,209,110
119,209,110
119,209,110
119,210,110
119,207,110
119,207,110
207,195,110
207,195,110
119,16,110
16,195,110
195,124,110
124,58,110
195,58,110
58,59,110
58,59,110
195,172,110
172,189,110
172,189,110
195,178,110
178,213,110
213,91,110
213,189,110
195,229,110
195,79,110
229,189,110
79,189,110
189,69,110
69,17,110
189,211,110
189,211,110
211,168,110
211,220,110
220,66,110
66,211,110
211,202,110
202,89,110
89,88,110
88,177,110
88,177,110
88,211,110
211,237,110
237,200,110
200,211,110
211,82,110
211,82,110
82,148,110
82,148,110
82,148,110
148,97,110
82,95,110
82,81,110
82,81,110
142,81,110
142,81,110
142,81,110
142,81,110
81,95,110
81,95,110
95,190,110
190,187,110
187,102,110
102,95,110
81,83,110
81,83,110
83,225,110
225,67,110
165,84,110
84,22,110
84,22,110
84,22,110
84,117,110
117,171,110
22,118,110
118,162,110
117,162,110
22,162,110
162,57,110
57,164,110
164,242,110
242,80,110
80,162,110
164,162,110
162,160,110
162,160,110
162,72,110
72,132,110
162,72,110
72,240,110
240,143,110
143,76,110
72,76,110
72,76,110
76,135,110
76,135,110
76,134,110
76,134,110
134,136,110
136,3,110
134,3,110
3,170,110
170,51,110
170,51,110
51,159,110
51,218,110
51,218,110
218,19,110
218,163,110
218,20,110
218,219,110
219,76,110
218,14,110
14,76,110
218,92,110
218,92,110
92,161,110
161,35,110
161,12,110
12,35,110
35,246,110
246,68,110
68,233,110
233,238,110
35,34,110
35,34,110
34,239,110
34,218,110
239,218,110
35,239,110
35,181,110
239,244,110
244,63,110
181,63,110
63,176,110
63,176,110
63,176,110
63,64,110
63,65,110
76,64,110
76,65,110
63,44,110
63,44,110
218,76,110
76,62,110
62,44,110
76,44,110
44,203,110
203,96,110
44,96,110
44,56,110
56,96,110
96,146,110
96,146,110
96,13,110
13,185,110
96,185,110
185,146,110
146,26,110
26,141,110
141,162,110
141,85,110
85,93,110
85,147,110
147,175,110
175,40,110
147,42,110
146,40,110
146,42,110
147,47,110
147,115,110
47,9,110
9,115,110
115,227,110
115,227,110
115,227,110
227,90,110
115,90,110
115,90,110
90,224,110
147,86,110
147,86,110
147,37,110
37,216,110
147,216,110
216,86,110
216,86,110
86,122,110
86,25,110
25,78,110
78,86,110
78,179,110
78,217,110
217,156,110
156,90,110
78,90,110
90,45,110
45,4,110
4,18,110
90,4,110
90,232,110
4,232,110
4,38,110
38,249,110
249,78,110
216,180,110
216,214,110
214,77,110
180,77,110
77,125,110
77,125,110
125,226,110
125,167,110
226,167,110
167,129,110
167,129,110
129,30,110
30,104,110
129,104,110
104,77,110
104,77,110
94,149,110
71,126,110
71,126,110
126,54,110
126,54,110
126,100,110
126,100,110
100,101,110
100,101,110
100,113,110
113,191,110
100,131,110
131,191,110
191,31,110
191,31,110
191,77,110
191,77,110
191,77,110
191,77,110
77,173,110
173,236,110
236,77,110
77,230,110
8,2,110
8,174,110
174,107,110
107,15,110
2,15,110
15,27,110
15,33,110
33,32,110
32,103,110
103,15,110
103,15,110
15,39,110
15,39,110
103,137,110
137,43,110
43,133,110
133,144,110
144,201,110
15,49,110
15,49,110
15,49,110
49,223,110
49,223,110
49,10,110
10,73,110
73,49,110
49,155,110
49,155,110
49,155,110
49,155,110
49,228,110
49,228,110
228,231,110
228,231,110
228,231,110
49,50,110
49,70,110
151,71,220
71,149,220
119,168,220
168,153,220
168,153,220
168,76,220
76,36,220
76,36,220
166,114,400
114,71,400
114,41,400
41,194,400
41,194,400
41,191,400
71,191,400
191,31,400
191,31,400
191,31,400
191,31,400
191,77,400
191,77,400
77,147,400
147,96,400
96,215,400
215,218,400
218,76,400
96,61,400
61,76,400
96,76,400
76,162,400
162,81,400
81,140,400
81,90,400
90,168,400
168,49,400
49,31,400
71,121,400
71,15,400
71,15,400
71,29,400
71,8,400
8,29,400
8,189,400
189,168,400
189,81,400
204,29,110
188,29,110
